%  columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst fitness function value, further objective values of best" (startseed=208119, 2023/05/29 16:1:7.22)
106 1697 8.624955e-02 1.369788e+00  1.066191000000000000e+06  1.864068000000000000e+06  2.239058000000000000e+06  2.481790000000000000e+06
107 1713 8.569075e-02 1.371793e+00  1.066191000000000000e+06  1.750535000000000000e+06  2.119536000000000000e+06  2.542878000000000000e+06
108 1729 8.540202e-02 1.374194e+00  1.066191000000000000e+06  1.777819000000000000e+06  2.202580000000000000e+06  2.558219000000000000e+06
109 1745 8.628120e-02 1.374803e+00  1.066191000000000000e+06  1.575733000000000000e+06  2.120966000000000000e+06  2.411878000000000000e+06
110 1761 8.697369e-02 1.375382e+00  1.066191000000000000e+06  1.964322000000000000e+06  2.164357500000000000e+06  2.435809000000000000e+06
111 1777 8.716513e-02 1.376183e+00  1.066191000000000000e+06  1.412307000000000000e+06  2.022186500000000000e+06  2.378631000000000000e+06
112 1793 8.850943e-02 1.376309e+00  1.066191000000000000e+06  1.945847000000000000e+06  2.101507500000000000e+06  2.297168000000000000e+06
113 1809 8.932680e-02 1.377708e+00  1.066191000000000000e+06  1.457225000000000000e+06  2.116426000000000000e+06  2.466514000000000000e+06
114 1825 8.973381e-02 1.377935e+00  1.066191000000000000e+06  1.572228000000000000e+06  2.236250500000000000e+06  2.473394000000000000e+06
115 1841 8.989535e-02 1.377955e+00  1.066191000000000000e+06  1.460715000000000000e+06  2.163375000000000000e+06  2.427987000000000000e+06
116 1857 9.044060e-02 1.379599e+00  1.066191000000000000e+06  1.888150000000000000e+06  2.154151500000000000e+06  2.352197000000000000e+06
117 1873 9.118249e-02 1.379786e+00  1.066191000000000000e+06  1.561941000000000000e+06  2.053408000000000000e+06  2.397221000000000000e+06
118 1889 9.120633e-02 1.379380e+00  1.066191000000000000e+06  1.878663000000000000e+06  2.118870000000000000e+06  2.252812000000000000e+06
119 1905 9.045388e-02 1.379677e+00  1.066191000000000000e+06  1.702357000000000000e+06  2.105542000000000000e+06  2.417991000000000000e+06
120 1921 8.981441e-02 1.379694e+00  1.066191000000000000e+06  1.416805000000000000e+06  2.113114500000000000e+06  2.251578000000000000e+06
121 1937 8.871794e-02 1.380137e+00  1.066191000000000000e+06  1.960461000000000000e+06  2.108230500000000000e+06  2.329005000000000000e+06
122 1953 8.834630e-02 1.380403e+00  1.066191000000000000e+06  1.760675000000000000e+06  2.144175000000000000e+06  2.333784000000000000e+06
123 1969 8.784789e-02 1.379386e+00  1.066191000000000000e+06  1.930500000000000000e+06  2.152475500000000000e+06  2.297550000000000000e+06
124 1985 8.765451e-02 1.381008e+00  1.066191000000000000e+06  1.618706000000000000e+06  2.155179000000000000e+06  2.359269000000000000e+06
125 2001 8.756170e-02 1.381165e+00  1.066191000000000000e+06  1.386288000000000000e+06  2.025048000000000000e+06  2.262951000000000000e+06
126 2017 8.753926e-02 1.381215e+00  1.066191000000000000e+06  1.439440000000000000e+06  2.050814000000000000e+06  2.225118000000000000e+06
127 2033 8.696655e-02 1.382981e+00  1.066191000000000000e+06  1.365639000000000000e+06  1.989507000000000000e+06  2.263635000000000000e+06
128 2049 8.612534e-02 1.382554e+00  1.066191000000000000e+06  1.516640000000000000e+06  2.035533500000000000e+06  2.346706000000000000e+06
129 2065 8.521077e-02 1.382302e+00  1.066191000000000000e+06  1.612521000000000000e+06  2.022354500000000000e+06  2.241564000000000000e+06
130 2081 8.381293e-02 1.381282e+00  1.066191000000000000e+06  1.283439000000000000e+06  2.126781500000000000e+06  2.417767000000000000e+06
131 2097 8.230210e-02 1.381865e+00  1.066191000000000000e+06  1.444521000000000000e+06  2.093120500000000000e+06  2.420457000000000000e+06
132 2113 8.131224e-02 1.382889e+00  1.066191000000000000e+06  1.660742000000000000e+06  2.056190000000000000e+06  2.435893000000000000e+06
133 2129 8.101082e-02 1.383440e+00  1.066191000000000000e+06  1.793510000000000000e+06  2.163029000000000000e+06  2.304014000000000000e+06
134 2145 8.050825e-02 1.383670e+00  1.066191000000000000e+06  1.593960000000000000e+06  2.038983000000000000e+06  2.218661000000000000e+06
135 2161 7.996926e-02 1.383029e+00  1.066191000000000000e+06  1.629491000000000000e+06  2.100262500000000000e+06  2.323444000000000000e+06
136 2177 7.957897e-02 1.383062e+00  1.066191000000000000e+06  1.515214000000000000e+06  2.135106000000000000e+06  2.401600000000000000e+06
137 2193 7.926629e-02 1.385280e+00  1.066191000000000000e+06  1.814517000000000000e+06  2.065053500000000000e+06  2.261120000000000000e+06
138 2209 7.904073e-02 1.385714e+00  1.066191000000000000e+06  1.552574000000000000e+06  2.079558500000000000e+06  2.213475000000000000e+06
139 2225 7.889422e-02 1.385803e+00  1.066191000000000000e+06  1.571191000000000000e+06  2.088407500000000000e+06  2.268697000000000000e+06
140 2241 7.871867e-02 1.386575e+00  1.066191000000000000e+06  1.851953000000000000e+06  2.117396500000000000e+06  2.304583000000000000e+06
141 2257 7.857290e-02 1.386721e+00  1.066191000000000000e+06  1.729277000000000000e+06  2.126364500000000000e+06  2.328452000000000000e+06
142 2273 7.812762e-02 1.386601e+00  1.066191000000000000e+06  1.707800000000000000e+06  2.054267000000000000e+06  2.272451000000000000e+06
143 2289 7.760968e-02 1.389927e+00  1.066191000000000000e+06  1.403845000000000000e+06  2.085524000000000000e+06  2.274203000000000000e+06
144 2305 7.780767e-02 1.390611e+00  1.066191000000000000e+06  1.637610000000000000e+06  2.028649000000000000e+06  2.196233000000000000e+06
145 2321 7.791619e-02 1.393355e+00  1.066191000000000000e+06  1.298204000000000000e+06  2.050281000000000000e+06  2.303898000000000000e+06
146 2337 7.755272e-02 1.393860e+00  1.066191000000000000e+06  1.541712000000000000e+06  2.100710000000000000e+06  2.289780000000000000e+06
147 2353 7.636278e-02 1.394553e+00  1.066191000000000000e+06  1.567188000000000000e+06  2.116599500000000000e+06  2.255572000000000000e+06
148 2369 7.616961e-02 1.394572e+00  9.352320000000000000e+05  9.352320000000000000e+05  2.066179500000000000e+06  2.205464000000000000e+06
149 2385 7.627408e-02 1.395187e+00  9.352320000000000000e+05  1.667312000000000000e+06  2.103936000000000000e+06  2.303143000000000000e+06
150 2401 7.674683e-02 1.395210e+00  9.352320000000000000e+05  9.752600000000000000e+05  2.046950000000000000e+06  2.278086000000000000e+06
151 2417 7.688273e-02 1.395857e+00  9.352320000000000000e+05  1.499394000000000000e+06  1.933701500000000000e+06  2.212335000000000000e+06
152 2433 7.672223e-02 1.396413e+00  9.352320000000000000e+05  1.457256000000000000e+06  2.064795000000000000e+06  2.243097000000000000e+06
153 2449 7.711052e-02 1.393992e+00  9.352320000000000000e+05  1.549135000000000000e+06  2.007697000000000000e+06  2.269036000000000000e+06
154 2465 7.755862e-02 1.394374e+00  9.352320000000000000e+05  1.281716000000000000e+06  2.090731500000000000e+06  2.479200000000000000e+06
155 2481 7.731709e-02 1.394961e+00  9.352320000000000000e+05  1.128702000000000000e+06  2.098456000000000000e+06  2.299754000000000000e+06
156 2497 7.630666e-02 1.395597e+00  9.352320000000000000e+05  1.345473000000000000e+06  2.076345500000000000e+06  2.256215000000000000e+06
157 2513 7.504442e-02 1.397458e+00  9.352320000000000000e+05  1.647203000000000000e+06  2.053048000000000000e+06  2.329208000000000000e+06
158 2529 7.405661e-02 1.397456e+00  9.352320000000000000e+05  1.688880000000000000e+06  2.023581000000000000e+06  2.210168000000000000e+06
159 2545 7.319439e-02 1.398215e+00  9.352320000000000000e+05  1.556120000000000000e+06  2.078440500000000000e+06  2.309339000000000000e+06
160 2561 7.194645e-02 1.397969e+00  9.352320000000000000e+05  1.416370000000000000e+06  2.091238000000000000e+06  2.330822000000000000e+06
161 2577 7.071996e-02 1.397330e+00  9.352320000000000000e+05  1.710782000000000000e+06  2.083293000000000000e+06  2.268268000000000000e+06
162 2593 6.937176e-02 1.397681e+00  9.352320000000000000e+05  1.302602000000000000e+06  1.952589500000000000e+06  2.340160000000000000e+06
163 2609 6.799562e-02 1.397809e+00  9.352320000000000000e+05  1.226013000000000000e+06  2.054589500000000000e+06  2.232693000000000000e+06
164 2625 6.696181e-02 1.398247e+00  9.352320000000000000e+05  1.384970000000000000e+06  1.838429000000000000e+06  2.201331000000000000e+06
165 2641 6.647804e-02 1.397878e+00  9.352320000000000000e+05  1.548722000000000000e+06  1.926975500000000000e+06  2.253710000000000000e+06
166 2657 6.605788e-02 1.396720e+00  9.352320000000000000e+05  1.408587000000000000e+06  2.007354000000000000e+06  2.320949000000000000e+06
167 2673 6.533642e-02 1.397062e+00  9.352320000000000000e+05  1.456609000000000000e+06  2.019383500000000000e+06  2.346530000000000000e+06
168 2689 6.451279e-02 1.397767e+00  9.352320000000000000e+05  1.328173000000000000e+06  1.997192000000000000e+06  2.240088000000000000e+06
169 2705 6.377907e-02 1.398585e+00  9.352320000000000000e+05  1.226327000000000000e+06  1.955490500000000000e+06  2.272797000000000000e+06
170 2721 6.288153e-02 1.398327e+00  9.352320000000000000e+05  1.627634000000000000e+06  2.077831500000000000e+06  2.325224000000000000e+06
171 2737 6.238427e-02 1.397922e+00  9.352320000000000000e+05  1.659773000000000000e+06  1.873679000000000000e+06  2.201765000000000000e+06
172 2753 6.161751e-02 1.398300e+00  9.352320000000000000e+05  1.814336000000000000e+06  2.103463000000000000e+06  2.236496000000000000e+06
173 2769 6.106967e-02 1.398720e+00  9.352320000000000000e+05  1.272817000000000000e+06  1.924117000000000000e+06  2.307643000000000000e+06
174 2785 6.045842e-02 1.398677e+00  9.352320000000000000e+05  1.422988000000000000e+06  2.054060000000000000e+06  2.171281000000000000e+06
175 2801 5.966062e-02 1.399392e+00  9.352320000000000000e+05  1.246629000000000000e+06  2.102416500000000000e+06  2.198570000000000000e+06
176 2817 5.885247e-02 1.399453e+00  9.352320000000000000e+05  1.870791000000000000e+06  2.051321500000000000e+06  2.169177000000000000e+06
177 2833 5.771280e-02 1.400316e+00  9.352320000000000000e+05  1.341671000000000000e+06  1.985701000000000000e+06  2.171849000000000000e+06
178 2849 5.692041e-02 1.402502e+00  9.352320000000000000e+05  1.691379000000000000e+06  2.079527000000000000e+06  2.236444000000000000e+06
179 2865 5.594933e-02 1.403128e+00  9.352320000000000000e+05  1.652202000000000000e+06  1.930987500000000000e+06  2.193975000000000000e+06
180 2881 5.471579e-02 1.403470e+00  9.352320000000000000e+05  1.550564000000000000e+06  1.940439500000000000e+06  2.169985000000000000e+06
181 2897 5.360219e-02 1.403226e+00  9.352320000000000000e+05  1.521722000000000000e+06  2.032651000000000000e+06  2.172898000000000000e+06
182 2913 5.269788e-02 1.402237e+00  9.352320000000000000e+05  1.535458000000000000e+06  2.049658000000000000e+06  2.185728000000000000e+06
183 2929 5.199507e-02 1.402385e+00  9.352320000000000000e+05  1.453861000000000000e+06  1.955921000000000000e+06  2.205853000000000000e+06
184 2945 5.158784e-02 1.401613e+00  9.352320000000000000e+05  1.463109000000000000e+06  2.026544000000000000e+06  2.281976000000000000e+06
185 2961 5.146654e-02 1.401930e+00  9.352320000000000000e+05  1.427190000000000000e+06  1.979514000000000000e+06  2.269108000000000000e+06
186 2977 5.174929e-02 1.402565e+00  9.352320000000000000e+05  1.376030000000000000e+06  2.002015500000000000e+06  2.346637000000000000e+06
187 2993 5.189405e-02 1.402885e+00  9.352320000000000000e+05  1.574854000000000000e+06  1.941685000000000000e+06  2.197054000000000000e+06
188 3009 5.193777e-02 1.402788e+00  9.352320000000000000e+05  9.768360000000000000e+05  2.032541500000000000e+06  2.199539000000000000e+06
189 3025 5.181974e-02 1.402882e+00  9.352320000000000000e+05  1.490849000000000000e+06  1.952280000000000000e+06  2.238404000000000000e+06
190 3041 5.176894e-02 1.402702e+00  9.352320000000000000e+05  1.460526000000000000e+06  1.876817000000000000e+06  2.200419000000000000e+06
191 3057 5.187228e-02 1.402639e+00  9.352320000000000000e+05  1.259017000000000000e+06  1.995644000000000000e+06  2.159921000000000000e+06
192 3073 5.230106e-02 1.402805e+00  9.352320000000000000e+05  1.857298000000000000e+06  2.083973000000000000e+06  2.211397000000000000e+06
193 3089 5.277447e-02 1.402179e+00  9.352320000000000000e+05  1.333138000000000000e+06  1.895692500000000000e+06  2.269699000000000000e+06
194 3105 5.308941e-02 1.402551e+00  9.352320000000000000e+05  1.442882000000000000e+06  1.959497500000000000e+06  2.312208000000000000e+06
195 3121 5.294795e-02 1.403380e+00  9.352320000000000000e+05  1.287325000000000000e+06  2.065015500000000000e+06  2.245546000000000000e+06
196 3137 5.288300e-02 1.402337e+00  9.352320000000000000e+05  1.174510000000000000e+06  1.990071500000000000e+06  2.287795000000000000e+06
197 3153 5.298955e-02 1.402323e+00  9.352320000000000000e+05  1.337279000000000000e+06  1.939082000000000000e+06  2.258192000000000000e+06
198 3169 5.308246e-02 1.402694e+00  9.352320000000000000e+05  1.717858000000000000e+06  2.073573000000000000e+06  2.264528000000000000e+06
199 3185 5.287481e-02 1.401299e+00  9.352320000000000000e+05  1.550544000000000000e+06  1.976981500000000000e+06  2.341016000000000000e+06
