Time [s]	HAMr Torque1 [Nm]	HAMr Torque2 [Nm]	GLUr Torque1 [Nm]	HFLr Torque1 [Nm]	RFr Torque1 [Nm]	RFr Torque2 [Nm]	VASr Torque1 [Nm]	GASr Torque1 [Nm]	GASr Torque2 [Nm]	SOLr Torque1 [Nm]	TAr Torque1 [Nm]	HAMl Torque1 [Nm]	HAMl Torque2 [Nm]	GLUl Torque1 [Nm]	HFLl Torque1 [Nm]	RFl Torque1 [Nm]	RFl Torque2 [Nm]	VASl Torque1 [Nm]	GASl Torque1 [Nm]	GASl Torque2 [Nm]	SOLl Torque1 [Nm]	TAl Torque1 [Nm]	Hipr Angle [rad]	Kneer Angle [rad]	Ankler Angle [rad]	Hipl Angle [rad]	Kneel Angle [rad]	Anklel Angle [rad]	COM Position X [m]	COM Position Y [m]	COM Position Z [m]	COM Velocity X [m/s]	COM Velocity Y [m/s]	COM Velocity Z [m/s]	Footr Position X [m/s]	Footr Position Y [m/s]	Footr Position Z [m/s]	Footl Position X [m/s]	Footl Position Y [m/s]	Footl Position Z [m/s]	Stancer	Swingr	SPr	SIr	Stancel	Swingl	SPl	SIl	
1.20529	-124.652	-69.0494	-53.9075	106.596	-27.3973	-16.7157	-38.9938	-17.8543	-4.6271	-6.02673	-5.35005	-7.82449	-3.89487	-62.7831	100.537	-144.961	-84.124	-47.9942	-130.407	-80.2115	-0	-0	2.62362	2.4427	1.23381	2.90364	2.47754	1.16716	1.13452	1.09086	-1.53578	0.906095	0.10603	-1.17835	1.35542	0.150225	-1.58511	0.796584	0.201114	-1.27181	1	0	0	0	0	1	0	0
1.20562	121.75	0	91.4226	106.682	-19.0267	0	90.6281	-50.3549	0	-0.0794587	15.2242	108.855	0	155.559	100.571	-35.6132	0	118.319	-52.9555	0	-14.3861	31.3612	2.62444	2.44289	1.23282	2.90249	2.47575	1.16738	1.13482	1.09089	-1.53617	0.905178	0.107205	-1.17823	1.35542	0.150225	-1.58511	0.796584	0.201114	-1.27181	1	0	0	0	0	1	0	0
1.20595	-124.765	-69.1564	-36.0123	107.008	146.119	0	13.3331	79.9338	0	-10.7268	-3.79082	-7.80513	-3.87923	-123.907	100.834	105.991	0	76.6919	179.048	0	-173.075	-3.07356	2.62535	2.44313	1.23185	2.90142	2.47397	1.16762	1.13513	1.09093	-1.53656	0.904275	0.10863	-1.17818	1.3551	0.150286	-1.58507	0.797859	0.201718	-1.27259	1	0	0	0	0	1	0	0
1.20629	121.771	0	-54.3823	107.027	14.6959	8.71754	-0	-0	-0	-29.9293	-16.622	108.675	0	-62.5895	100.707	0	0	-39.6194	-49.3071	-50.6447	-64.009	-180.264	2.62618	2.44338	1.23092	2.90023	2.47218	1.16788	1.13543	1.09097	-1.53695	0.90336	0.11023	-1.17822	1.3551	0.150286	-1.58507	0.797859	0.201718	-1.27259	1	0	0	0	0	1	0	0
1.20662	-124.866	-69.2562	91.2052	107.196	64.5702	0	-10.508	-17.9297	-4.63049	88.3151	-23.8131	-7.78425	-3.86285	155.337	100.706	126.971	0	-151.672	-130.227	-80.0929	119.236	-69.6539	2.62705	2.44367	1.23002	2.89907	2.4704	1.16815	1.13573	1.091	-1.53735	0.90241	0.112156	-1.17838	1.3551	0.150286	-1.58507	0.797859	0.201718	-1.27259	1	0	0	0	0	1	0	0
1.20695	121.822	0	-36.0023	107.481	-10.5925	0	-39.0293	-50.4166	0	17.6071	89.8721	108.52	0	-123.764	100.842	-0.565523	0	-47.9926	-53.049	0	88.4915	110.107	2.62797	2.444	1.22915	2.89796	2.46863	1.16844	1.13603	1.09104	-1.53774	0.901482	0.114776	-1.17879	1.35478	0.15031	-1.58503	0.799145	0.202316	-1.2734	1	0	0	0	0	1	0	0
1.20729	-124.969	-69.3578	-54.9701	107.797	17.6306	0	90.7726	79.823	0	-5.98396	27.9916	-7.76545	-3.84751	-62.4106	101.071	18.7162	0	118.324	179.471	0	-0	111.032	2.62892	2.44433	1.22832	2.89688	2.46687	1.16873	1.13633	1.09108	-1.53813	0.900573	0.117623	-1.17929	1.35478	0.15031	-1.58503	0.799145	0.202316	-1.2734	1	0	0	0	0	1	0	0
1.20762	121.86	0	90.8657	108.102	-27.886	-25.778	13.2958	-0	-0	-0.0638844	-5.36695	108.344	0	155.072	101.352	-2.09551	-1.8587	77.0179	-49.3334	-50.6409	-14.5998	-0	2.62989	2.44468	1.22755	2.89582	2.46512	1.16903	1.13663	1.09112	-1.53853	0.899685	0.12062	-1.17983	1.35478	0.15031	-1.58503	0.799145	0.202316	-1.2734	1	0	0	0	0	1	0	0
1.20795	-125.049	-69.4469	-35.9902	108.147	-27.1817	-16.5791	-0	-18.0005	-4.63265	-10.7074	15.0965	-7.74385	-3.83079	-123.629	101.359	-145.729	-84.5987	-39.753	-130.096	-80.0061	-172.889	31.4122	2.63078	2.44501	1.22685	2.89468	2.46336	1.16948	1.13693	1.09116	-1.53892	0.898862	0.123755	-1.18043	1.35446	0.15031	-1.58501	0.80044	0.202899	-1.27421	1	0	0	0	0	1	0	0
1.20829	121.934	0	-55.6346	108.201	-19.2877	0	-10.5233	-50.4659	0	-30.0404	-3.68463	108.207	0	-62.2072	101.37	-35.9214	0	-151.558	-53.1038	0	-63.6858	-3.12683	2.63167	2.44535	1.22622	2.89354	2.46159	1.16995	1.13723	1.09121	-1.53931	0.897997	0.127268	-1.18119	1.35446	0.15031	-1.58501	0.80044	0.202899	-1.27421	1	0	0	0	0	1	0	0
1.20862	-125.156	-69.5504	90.4388	108.251	144.775	0	-39.1046	79.7387	0	88.2374	-16.5002	-7.72921	-3.81751	154.875	101.395	106.073	0	-48.0422	179.996	0	119.255	-180.484	2.63256	2.44567	1.22566	2.89241	2.45983	1.17049	1.13753	1.09125	-1.53971	0.897126	0.130629	-1.18189	1.35446	0.15031	-1.58501	0.80044	0.202899	-1.27421	1	0	0	0	0	1	0	0
1.20895	121.95	0	-35.9592	108.338	14.3527	8.51445	90.8176	-0	-0	17.5782	-23.8626	108.001	0	-123.52	101.476	0	0	118.213	-49.2393	-50.5322	88.0452	-70.0095	2.63345	2.44599	1.22517	2.8913	2.45808	1.17104	1.13782	1.09129	-1.5401	0.896261	0.133702	-1.18251	1.35415	0.150292	-1.58499	0.801745	0.203466	-1.27504	1	0	0	0	0	1	0	0
1.20929	-125.259	-69.6522	-56.3321	108.476	63.5543	0	13.2608	-18.0739	-4.6354	-5.93971	89.7148	-7.71664	-3.80523	-61.9455	101.63	126.668	0	77.3566	-130.032	-79.9614	-0	110.256	2.63437	2.44632	1.22474	2.89021	2.45633	1.17158	1.13812	1.09134	-1.5405	0.895405	0.136253	-1.18293	1.35415	0.150292	-1.58499	0.801745	0.203466	-1.27504	1	0	0	0	0	1	0	0
1.20962	121.966	0	89.968	108.462	-10.5019	0	-0	-50.5219	0	-0.0494647	27.7065	107.781	0	154.767	101.584	-0.488423	0	-39.8842	-53.1379	0	-14.8116	110.825	2.63523	2.44665	1.22439	2.88906	2.45457	1.17214	1.13842	1.09139	-1.54089	0.894538	0.138222	-1.18316	1.35415	0.150292	-1.58499	0.801745	0.203466	-1.27504	1	0	0	0	0	1	0	0
1.20995	-125.346	-69.745	-35.9553	108.613	17.6087	0	-10.5197	79.6439	0	-10.6613	-5.38631	-7.70151	-3.7917	-123.511	101.684	19.1959	0	-151.371	180.576	0	-172.588	-0	2.63614	2.447	1.2241	2.88796	2.45283	1.17269	1.13872	1.09143	-1.54129	0.893665	0.139902	-1.18328	1.35385	0.150239	-1.58498	0.803062	0.204038	-1.27588	1	0	0	0	0	1	0	0
1.21029	122.022	0	-57.1481	108.675	-27.1364	-25.0657	-39.1293	-0	-0	-30.0784	14.9644	107.595	0	-61.7176	101.639	-2.08089	-1.85023	-48.0119	-49.0335	-50.3265	-63.2287	31.4594	2.63703	2.44739	1.22386	2.88681	2.45108	1.17323	1.13902	1.09148	-1.54168	0.892771	0.141579	-1.18341	1.35385	0.150239	-1.58498	0.803062	0.204038	-1.27588	1	0	0	0	0	1	0	0
1.21062	-125.44	-69.8419	89.2491	108.857	-26.9703	-16.4449	91.0121	-18.1544	-4.63985	88.3856	-3.58362	-7.6905	-3.78019	154.575	101.697	-146.496	-85.0735	118.262	-129.814	-79.8182	119.5	-3.18265	2.63796	2.44781	1.22368	2.8857	2.44933	1.17377	1.13931	1.09153	-1.54207	0.89185	0.143487	-1.18363	1.35385	0.150239	-1.58498	0.803062	0.204038	-1.27588	1	0	0	0	0	1	0	0
1.21095	122.054	0	-35.9431	109.114	-19.5173	0	13.2236	-50.5956	0	17.5392	-16.3486	107.377	0	-123.487	101.846	-36.242	0	77.6821	-53.2928	0	87.5565	-180.582	2.63892	2.44826	1.22356	2.88461	2.4476	1.1743	1.13961	1.09158	-1.54247	0.890961	0.145492	-1.18387	1.35355	0.150136	-1.58499	0.80439	0.204615	-1.27674	1	0	0	0	0	1	0	0
1.21129	-125.512	-69.927	-58.0028	109.216	143.413	0	-0	79.504	0	-5.89583	-23.8605	-7.67514	-3.76655	-61.4799	101.815	106.159	0	-40.0153	180.816	0	-0	-70.2112	2.63985	2.44872	1.22351	2.88348	2.44586	1.17482	1.13991	1.09162	-1.54286	0.890069	0.14756	-1.18416	1.35355	0.150136	-1.58499	0.80439	0.204615	-1.27674	1	0	0	0	0	1	0	0
1.21162	122.133	0	88.4101	109.414	14.0172	8.31595	-10.5437	-0	-0	-0.0368629	89.7938	107.206	0	154.403	101.887	0	0	-151.289	-49.1064	-50.3606	-15.0281	110.603	2.64081	2.44921	1.22353	2.88237	2.44413	1.17533	1.1402	1.09167	-1.54326	0.889169	0.149859	-1.18452	1.35355	0.150136	-1.58499	0.80439	0.204615	-1.27674	1	0	0	0	0	1	0	0
1.21195	-125.602	-70.022	-35.9281	109.575	62.5097	0	-39.233	-18.2352	-4.64427	-10.66	27.4139	-7.66619	-3.75604	-123.456	101.931	126.345	0	-48.0888	-129.626	-79.6938	-172.471	110.586	2.64177	2.44972	1.22362	2.88126	2.4424	1.17583	1.1405	1.09173	-1.54365	0.888284	0.152471	-1.18501	1.35326	0.149985	-1.58501	0.80573	0.2052	-1.27763	1	0	0	0	0	1	0	0
1.21229	122.163	0	-58.9014	109.737	-10.4044	0	90.9911	-50.6662	0	-30.2251	-5.40972	106.981	0	-61.25	101.996	-0.416222	0	118.07	-53.4384	0	-62.9701	-0	2.64273	2.45024	1.22378	2.88015	2.44068	1.17631	1.1408	1.09178	-1.54405	0.888685	0.15805	-1.18282	1.35326	0.149985	-1.58501	0.80573	0.2052	-1.27763	1	0	0	0	0	1	0	0
1.21262	-125.691	-70.1164	87.3946	109.943	17.588	0	13.1913	79.362	0	88.1765	14.8284	-7.65827	-3.74601	154.196	102.192	19.6821	0	78.0335	181.073	0	119.411	31.504	2.64372	2.45068	1.22298	2.87909	2.43897	1.17677	1.14109	1.09183	-1.54444	0.886827	0.160888	-1.18314	1.35326	0.149985	-1.58501	0.80573	0.2052	-1.27763	1	0	0	0	0	1	0	0
1.21295	122.188	0	-35.8988	109.992	-26.3998	-24.3663	-0	-0	-0	17.5134	-3.48828	106.744	0	-123.4	102.239	-2.06588	-1.84138	-40.1442	-49.1555	-50.3747	87.0902	-3.2407	2.64467	2.45112	1.22213	2.87798	2.43726	1.17722	1.14139	1.09189	-1.54484	0.88571	0.163177	-1.18346	1.35298	0.150049	-1.58496	0.807083	0.205793	-1.27854	1	0	0	0	0	1	0	0
1.21329	-125.757	-70.1977	-59.8108	110.159	-26.764	-16.3138	-10.562	-18.3118	-4.64756	-5.851	-16.2532	-7.64626	-3.73399	-60.9931	102.415	-147.268	-85.5522	-151.184	-129.417	-79.557	-0	-180.857	2.64565	2.45158	1.22137	2.87692	2.43555	1.17764	1.14168	1.09194	-1.54523	0.884709	0.165457	-1.18387	1.35298	0.150049	-1.58496	0.807083	0.205793	-1.27854	1	0	0	0	0	1	0	0
1.21362	122.267	0	86.2463	110.18	-19.7155	0	-39.3144	-50.7229	0	-0.0257846	-23.9704	106.563	0	154.046	102.408	-36.5785	0	-48.147	-53.5687	0	-15.2436	-70.6149	2.64659	2.45205	1.22069	2.8758	2.43384	1.17804	1.14198	1.092	-1.54563	0.883716	0.16769	-1.18425	1.35298	0.150049	-1.58496	0.807083	0.205793	-1.27854	1	0	0	0	0	1	0	0
1.21395	-125.855	-70.2974	-35.8866	110.292	142.021	0	91.0072	79.2457	0	-10.6329	89.5081	-7.64422	-3.72681	-123.37	102.476	106.234	0	117.928	181.36	0	-172.242	110.58	2.64755	2.45253	1.22008	2.87471	2.43214	1.17843	1.14227	1.09205	-1.54602	0.882814	0.169952	-1.18466	1.35268	0.150076	-1.58492	0.808447	0.206399	-1.27948	1	0	0	0	0	1	0	0
1.21429	122.261	0	-60.7915	110.415	13.6892	8.12183	13.1605	-0	-0	-30.289	27.1545	106.29	0	-60.783	102.552	0	0	78.3927	-49.2099	-50.393	-62.5762	110.372	2.64852	2.45303	1.21956	2.87362	2.43044	1.17878	1.14256	1.09211	-1.54642	0.881903	0.172292	-1.1851	1.35268	0.150076	-1.58492	0.808447	0.206399	-1.27948	1	0	0	0	0	1	0	0
1.21462	-125.929	-70.3835	84.8461	110.583	61.4976	0	-0	-18.3877	-4.65062	88.1947	-5.43649	-7.63682	-3.71702	153.803	102.685	126.01	0	-40.2709	-129.209	-79.4197	119.571	-0	2.64951	2.45356	1.21912	2.87255	2.42874	1.17912	1.14286	1.09217	-1.54681	0.881217	0.175338	-1.18475	1.35268	0.150076	-1.58492	0.808447	0.206399	-1.27948	1	0	0	0	0	1	0	0
1.21495	122.318	0	-35.8485	110.69	-10.2981	0	-10.5713	-50.7801	0	17.4775	14.6886	106.075	0	-123.296	102.767	-0.349103	0	-151.049	-53.697	0	86.5881	31.5488	2.65048	2.45406	1.21849	2.87147	2.42705	1.17943	1.14315	1.09223	-1.54721	0.879914	0.177408	-1.18518	1.35239	0.150093	-1.58488	0.809823	0.207018	-1.28044	1	0	0	0	0	1	0	0
1.21529	-125.978	-70.4565	-61.744	110.881	17.5699	0	-39.3666	79.1317	0	-5.80653	-3.39518	-7.62559	-3.70537	-60.5294	102.946	20.1742	0	-48.1566	181.65	0	-0	-3.29819	2.65149	2.4546	1.21793	2.87041	2.42536	1.1797	1.14344	1.09229	-1.5476	0.879223	0.179427	-1.1855	1.35239	0.150093	-1.58488	0.809823	0.207018	-1.28044	1	0	0	0	0	1	0	0
1.21562	122.415	0	83.3665	110.934	-25.6745	-23.6783	91.1021	-0	-0	-0.0166649	-16.1488	105.914	0	153.652	102.943	-2.05027	-1.83194	117.887	-49.2613	-50.4085	-15.4636	-181.089	2.65246	2.45515	1.21746	2.86931	2.42367	1.17996	1.14374	1.09235	-1.548	0.878452	0.181993	-1.18539	1.35239	0.150093	-1.58488	0.809823	0.207018	-1.28044	1	0	0	0	0	1	0	0
1.21595	-126.057	-70.5456	-35.8535	111.077	-26.5594	-16.1837	13.1264	-18.4662	-4.65424	-10.5833	-24.0563	-7.62279	-3.69778	-123.299	103.037	-148.037	-86.0302	78.7317	-129	-79.2822	-171.921	-70.9767	2.65346	2.45571	1.21688	2.86824	2.42199	1.18018	1.14403	1.09241	-1.54839	0.877305	0.184075	-1.18576	1.3521	0.150106	-1.58485	0.811211	0.207652	-1.28143	1	0	0	0	0	1	0	0
1.21629	122.435	0	-62.815	111.222	-19.8844	0	-0	-50.8405	0	-30.3022	89.2786	105.676	0	-60.3994	103.136	-36.929	0	-40.3971	-53.8399	0	-62.0564	110.63	2.65446	2.45628	1.21639	2.86717	2.42031	1.18038	1.14432	1.09247	-1.54879	0.876577	0.186167	-1.18615	1.3521	0.150106	-1.58485	0.811211	0.207652	-1.28143	1	0	0	0	0	1	0	0
1.21662	-126.101	-70.6151	81.579	111.378	140.617	0	-10.5827	79.0087	0	88.4078	26.9096	-7.6131	-3.68686	153.248	103.243	106.311	0	-150.921	181.892	0	119.884	110.16	2.65547	2.45688	1.21598	2.8661	2.41863	1.18055	1.14461	1.09254	-1.54918	0.87583	0.188811	-1.18604	1.3521	0.150106	-1.58485	0.811211	0.207652	-1.28143	1	0	0	0	0	1	0	0
1.21695	122.522	0	-35.8358	111.58	13.3619	7.92808	-39.428	-0	-0	17.4125	-5.46506	105.513	0	-123.264	103.428	0	0	-48.1718	-49.3146	-50.4248	86.0528	-0	2.65651	2.45748	1.21547	2.86506	2.41696	1.18068	1.14491	1.0926	-1.54958	0.874783	0.191128	-1.18638	1.35182	0.15011	-1.58481	0.812612	0.208302	-1.28245	1	0	0	0	0	1	0	0
1.21729	-126.179	-70.7042	-63.8572	111.675	60.5147	0	91.1778	-18.5441	-4.65763	-5.76155	14.545	-7.61285	-3.68048	-60.2293	103.494	125.661	0	117.827	-128.793	-79.146	-0	31.5918	2.65752	2.4581	1.21497	2.86399	2.41529	1.18078	1.1452	1.09266	-1.54997	0.873933	0.193596	-1.18658	1.35182	0.15011	-1.58481	0.812612	0.208302	-1.28245	1	0	0	0	0	1	0	0
1.21762	122.525	0	79.7252	111.775	-10.1922	0	13.0934	-50.9008	0	-0.00951049	-3.30571	105.263	0	152.948	103.563	-0.287421	0	79.0685	-53.99	0	-15.6871	-3.35652	2.65854	2.45871	1.21448	2.86292	2.41362	1.18085	1.14549	1.09273	-1.55037	0.872957	0.195818	-1.18702	1.35182	0.15011	-1.58481	0.812612	0.208302	-1.28245	1	0	0	0	0	1	0	0
1.21795	-126.251	-70.7892	-35.7982	111.932	17.5477	0	-0	78.8859	0	-10.5653	-16.0413	-7.61285	-3.6742	-123.187	103.698	20.6707	0	-40.5205	182.104	0	-171.725	-181.297	2.65957	2.45935	1.21408	2.86188	2.41196	1.18089	1.14578	1.0928	-1.55076	0.872275	0.198339	-1.18712	1.35153	0.150115	-1.58478	0.814025	0.208968	-1.2835	1	0	0	0	0	1	0	0
1.21829	122.538	0	-64.868	111.989	-24.9681	-23.008	-10.5974	-0	-0	-30.4036	-24.1272	105.018	0	-60.0199	103.714	-2.03442	-1.82223	-150.806	-49.36	-50.4333	-61.6855	-71.2925	2.66058	2.45998	1.21365	2.8608	2.41029	1.1809	1.14607	1.09286	-1.55116	0.871218	0.20049	-1.18758	1.35153	0.150115	-1.58478	0.814025	0.208968	-1.2835	1	0	0	0	0	1	0	0
1.21862	-126.309	-70.8669	77.8509	112.11	-26.3585	-16.0557	-39.4977	-18.6281	-4.6625	88.365	89.1002	-7.61056	-3.6668	152.743	103.794	-148.809	-86.51	-48.1967	-128.587	-79.0098	119.925	110.729	2.6616	2.46064	1.2133	2.85974	2.40863	1.18086	1.14636	1.09293	-1.55156	0.870605	0.203007	-1.18761	1.35153	0.150115	-1.58478	0.814025	0.208968	-1.2835	1	0	0	0	0	1	0	0
1.21895	122.586	0	-35.7811	112.277	-20.0217	0	91.2277	-50.9623	0	17.3605	26.6676	104.806	0	-123.149	103.938	-37.2955	0	117.741	-54.1452	0	85.5378	109.936	2.66265	2.4613	1.2129	2.8587	2.40697	1.1808	1.14665	1.093	-1.55195	0.869628	0.205329	-1.188	1.35126	0.150111	-1.58474	0.815449	0.209652	-1.28457	1	0	0	0	0	1	0	0
1.21929	-126.341	-70.9302	-65.939	112.4	139.195	0	13.0622	78.7602	0	-5.71614	-5.49667	-7.60266	-3.6567	-59.874	104.04	106.383	0	79.4111	182.292	0	-0	-0	2.66369	2.46197	1.21251	2.85765	2.40532	1.18071	1.14694	1.09307	-1.55235	0.868799	0.207654	-1.1882	1.35126	0.150111	-1.58474	0.815449	0.209652	-1.28457	1	0	0	0	0	1	0	0
1.21962	122.684	0	75.8484	112.536	13.0426	7.73902	-0	-0	-0	-0.00424046	14.3985	104.658	0	152.417	104.162	0	0	-40.6402	-49.4027	-50.4389	-15.9102	31.6329	2.66473	2.46265	1.21214	2.85661	2.40367	1.18057	1.14723	1.09314	-1.55274	0.867955	0.209954	-1.18851	1.35126	0.150111	-1.58474	0.815449	0.209652	-1.28457	1	0	0	0	0	1	0	0
1.21995	-126.412	-71.0148	-35.7264	112.712	59.5623	0	-10.6095	-18.7122	-4.66733	-10.5161	-3.22022	-7.60597	-3.65196	-123.039	104.345	125.3	0	-150.683	-128.382	-78.8742	-171.396	-3.41634	2.6658	2.46335	1.21178	2.85559	2.40202	1.18042	1.14752	1.09321	-1.55314	0.866967	0.212464	-1.18868	1.35098	0.150111	-1.58471	0.816886	0.210351	-1.28568	1	0	0	0	0	1	0	0
1.22029	122.683	0	-66.9296	112.775	-10.0818	0	-39.5588	-51.0228	0	-30.4257	-15.9107	104.407	0	-59.6466	104.406	-0.231203	0	-48.2038	-54.3037	0	-61.1763	-181.408	2.66684	2.46404	1.21141	2.85454	2.40038	1.18023	1.14781	1.09328	-1.55354	0.866025	0.214814	-1.18895	1.35098	0.150111	-1.58471	0.816886	0.210351	-1.28568	1	0	0	0	0	1	0	0
1.22062	-126.443	-71.0775	73.9379	112.84	17.5271	0	91.3002	78.6323	0	88.5783	-24.1509	-7.60011	-3.64282	152.276	104.454	21.1706	0	117.689	182.464	0	120.197	-71.4961	2.66787	2.46474	1.21105	2.85349	2.39873	1.18001	1.14809	1.09335	-1.55393	0.865163	0.217026	-1.18921	1.35098	0.150111	-1.58471	0.816886	0.210351	-1.28568	1	0	0	0	0	1	0	0
1.22095	122.766	0	-35.7308	112.965	-24.2745	-22.3504	13.03	-0	-0	17.3026	89.1178	104.25	0	-123.036	104.57	-2.0182	-1.81213	79.7423	-49.4414	-50.4405	84.9982	110.997	2.66892	2.46544	1.21071	2.85245	2.39708	1.17974	1.14838	1.09343	-1.55433	0.864326	0.218968	-1.18964	1.35071	0.150109	-1.58468	0.818334	0.211069	-1.28682	1	0	0	0	0	1	0	0
1.22129	-126.522	-71.1668	-68.0662	113.026	-26.1588	-15.9284	-0	-18.7958	-4.67193	-5.67125	26.415	-7.60775	-3.6401	-59.5762	104.59	-149.581	-86.9903	-40.7582	-128.177	-78.7386	-0	109.674	2.66995	2.46617	1.21046	2.85139	2.39544	1.17946	1.14867	1.0935	-1.55473	0.86388	0.221186	-1.18967	1.35071	0.150109	-1.58468	0.818334	0.211069	-1.28682	1	0	0	0	0	1	0	0
1.22162	122.736	0	71.8316	113.16	-20.1369	0	-10.6083	-51.0833	0	-0.0010596	-5.5301	103.97	0	151.807	104.676	-37.6767	0	-150.507	-54.4647	0	-16.1371	-0	2.67101	2.4669	1.21014	2.85036	2.3938	1.17914	1.14896	1.09357	-1.55512	0.863025	0.223067	-1.1899	1.35071	0.150109	-1.58468	0.818334	0.211069	-1.28682	1	0	0	0	0	1	0	0
1.22195	-126.568	-71.2376	-35.6839	113.344	137.76	0	-39.5859	78.5031	0	-10.5053	14.2487	-7.60877	-3.6342	-122.94	104.821	106.451	0	-48.1496	182.615	0	-171.22	31.6728	2.67209	2.46766	1.20984	2.84934	2.39217	1.17879	1.14925	1.09365	-1.55552	0.862278	0.225077	-1.19008	1.35045	0.150103	-1.58465	0.819793	0.211801	-1.28798	1	0	0	0	0	1	0	0
1.22229	122.788	0	-69.0842	113.475	12.7323	7.55533	91.4815	-0	-0	-30.5463	-3.13965	103.771	0	-59.3819	104.908	0	0	117.757	-49.4756	-50.4377	-60.8313	-3.47803	2.67316	2.46843	1.20954	2.8483	2.39053	1.17841	1.14953	1.09372	-1.55592	0.861465	0.227118	-1.19029	1.35045	0.150103	-1.58465	0.819793	0.211801	-1.28798	1	0	0	0	0	1	0	0
1.22262	-126.588	-71.2946	69.9079	113.652	58.6417	0	12.996	-18.8796	-4.67651	88.4894	-15.8059	-7.60393	-3.6255	151.65	105.056	124.933	0	80.0531	-127.972	-78.603	120.165	-181.594	2.67425	2.46922	1.20926	2.84729	2.38891	1.178	1.14982	1.0938	-1.55631	0.860505	0.229351	-1.19047	1.35045	0.150103	-1.58465	0.819793	0.211801	-1.28798	1	0	0	0	0	1	0	0
1.22295	122.888	0	-35.6801	113.761	-9.96929	0	-0	-51.1433	0	17.2584	-24.2256	103.634	0	-122.924	105.143	-0.180729	0	-40.8756	-54.6286	0	84.4894	-71.7772	2.67533	2.47001	1.20897	2.84626	2.38728	1.17757	1.15011	1.09388	-1.55671	0.85962	0.23151	-1.19073	1.35019	0.150095	-1.58461	0.821264	0.212548	-1.28917	1	0	0	0	0	1	0	0
1.22329	-126.641	-71.3695	-70.1996	113.863	17.5044	0	-10.6278	78.3754	0	-5.62475	88.9825	-7.60877	-3.62138	-59.3032	105.215	21.6727	0	-150.41	182.75	0	-0	111.097	2.67641	2.4708	1.2087	2.84523	2.38565	1.1771	1.15039	1.09396	-1.55711	0.858775	0.233691	-1.19101	1.35019	0.150095	-1.58461	0.821264	0.212548	-1.28917	1	0	0	0	0	1	0	0
1.22362	122.901	0	67.8449	113.996	-23.5922	-21.7036	-39.6741	-0	-0	-0	26.1785	103.412	0	151.237	105.327	-2.00161	-1.80163	-48.1749	-49.5062	-50.4313	-16.3628	109.418	2.6775	2.47161	1.20843	2.84422	2.38403	1.17661	1.15068	1.09403	-1.5575	0.857957	0.235918	-1.1913	1.35019	0.150095	-1.58461	0.821264	0.212548	-1.28917	1	0	0	0	0	1	0	0
1.22395	-126.65	-71.4194	-35.6404	114.076	-25.9604	-15.8017	91.5008	-18.9575	-4.67959	-10.4563	-5.56608	-7.60368	-3.61254	-122.856	105.38	-150.35	-87.4698	117.644	-127.783	-78.4779	-170.885	-0	2.67858	2.47242	1.20817	2.84319	2.3824	1.1761	1.15096	1.09411	-1.5579	0.857148	0.238177	-1.19163	1.34993	0.150089	-1.58458	0.822746	0.21331	-1.29039	1	0	0	0	0	1	0	0
1.22429	123.004	0	-71.2352	114.193	-20.2261	0	12.9649	-51.1924	0	-30.5705	14.0962	103.297	0	-59.1515	105.472	-38.073	0	80.3797	-54.7511	0	-60.341	31.7138	2.67967	2.47324	1.20793	2.84217	2.38078	1.17556	1.15125	1.09419	-1.5583	0.856353	0.240394	-1.19194	1.34993	0.150089	-1.58458	0.822746	0.21331	-1.29039	1	0	0	0	0	1	0	0
1.22462	-126.733	-71.511	65.9298	114.284	136.32	0	-0	78.2739	0	88.6997	-3.06187	-7.6182	-3.61295	151.007	105.537	106.515	0	-40.9896	182.991	0	120.414	-3.53958	2.68075	2.47406	1.20769	2.84114	2.37916	1.17501	1.15154	1.09427	-1.5587	0.855575	0.242495	-1.19221	1.34993	0.150089	-1.58458	0.822746	0.21331	-1.29039	1	0	0	0	0	1	0	0
1.22495	122.93	0	-35.5638	114.376	12.4303	7.3765	-10.6233	-0	-0	17.2092	-15.6608	102.99	0	-122.724	105.594	0	0	-150.219	-49.4988	-50.3932	83.9675	-181.629	2.68184	2.47489	1.20746	2.84012	2.37754	1.17443	1.15182	1.09436	-1.55909	0.854782	0.24446	-1.19243	1.34968	0.150086	-1.58455	0.824238	0.214084	-1.29164	1	0	0	0	0	1	0	0
1.22529	-126.774	-71.5795	-72.1748	114.515	57.7478	0	-39.6948	-19.0311	-4.68154	-5.57929	-24.2295	-7.62228	-3.60839	-58.9148	105.702	124.557	0	-48.1075	-127.581	-78.3456	-0	-71.8805	2.68294	2.47573	1.20723	2.83911	2.37592	1.17383	1.1521	1.09444	-1.55949	0.853995	0.246351	-1.19264	1.34968	0.150086	-1.58455	0.824238	0.214084	-1.29164	1	0	0	0	0	1	0	0
1.22562	122.968	0	64.1521	114.581	-9.85385	0	91.7049	-51.2347	0	-0	89.1297	102.79	0	150.967	105.714	-0.136143	0	117.736	-54.8327	0	-16.5908	111.446	2.68402	2.47658	1.20701	2.83808	2.37431	1.17321	1.15239	1.09452	-1.55989	0.853192	0.248169	-1.19282	1.34968	0.150086	-1.58455	0.824238	0.214084	-1.29164	1	0	0	0	0	1	0	0
