Time [s]	HAMr Torque1 [Nm]	HAMr Torque2 [Nm]	GLUr Torque1 [Nm]	HFLr Torque1 [Nm]	RFr Torque1 [Nm]	RFr Torque2 [Nm]	VASr Torque1 [Nm]	GASr Torque1 [Nm]	GASr Torque2 [Nm]	SOLr Torque1 [Nm]	TAr Torque1 [Nm]	HAMl Torque1 [Nm]	HAMl Torque2 [Nm]	GLUl Torque1 [Nm]	HFLl Torque1 [Nm]	RFl Torque1 [Nm]	RFl Torque2 [Nm]	VASl Torque1 [Nm]	GASl Torque1 [Nm]	GASl Torque2 [Nm]	SOLl Torque1 [Nm]	TAl Torque1 [Nm]	Hipr Angle [rad]	Kneer Angle [rad]	Ankler Angle [rad]	Hipl Angle [rad]	Kneel Angle [rad]	Anklel Angle [rad]	COM Position X [m]	COM Position Y [m]	COM Position Z [m]	COM Velocity X [m/s]	COM Velocity Y [m/s]	COM Velocity Z [m/s]	Footr Position X [m/s]	Footr Position Y [m/s]	Footr Position Z [m/s]	Footl Position X [m/s]	Footl Position Y [m/s]	Footl Position Z [m/s]	Stancer	Swingr	SPr	SIr	Stancel	Swingl	SPl	SIl	
0	-0	-0	-0	0	-0	-0	-0	-0	-0	-0	-0	-27.9354	-17.4597	-27.9354	0	-27.9354	-17.4597	-27.9354	-27.9354	-17.4597	-27.9354	-27.9354	3.05892	3.14159	1.5052	2.62284	3.14159	1.5052	0.498029	1.12057	-0.252186	0	0	-1.11568	0.664	0.14461	-0.270182	0.332	0.227061	-0.631751	0	1	1	0	0	1	1	0
0.000333333	0	0	-0	0	-0	0	-0	-0	0	-0	-0	0	0	-0	0	-0	0	-0	-0	0	-0	-0	3.05892	3.14159	1.5052	2.62284	3.14159	1.5052	0.498029	1.12057	-0.252558	3.9746e-06	-0.00316852	-1.1157	0.664	0.14461	-0.270182	0.332	0.227061	-0.631751	1	0	0	0	0	1	1	0
0.000666667	-0	-0	0	0	0	0	0	0	0	0	0	-23.8016	-14.876	0	0	0	0	0	0	0	0	0	3.05904	3.14159	1.5051	2.62296	3.14159	1.50483	0.498029	1.12057	-0.25293	-9.56379e-06	-0.00635804	-1.11573	0.664	0.14461	-0.270182	0.332	0.227061	-0.631751	1	0	0	0	0	1	1	0
0.001	0	0	-0	0	0	0	0	-3.98903	-4.76601	0	0	0	0	-23.8016	0	0	0	0	-3.98903	-4.76601	0	0	3.05926	3.14159	1.50492	2.62318	3.14159	1.50426	0.498029	1.12056	-0.253302	-2.48517e-05	-0.00954194	-1.11577	0.664001	0.144617	-0.269985	0.332001	0.226946	-0.63161	1	0	0	0	0	1	1	0
0.00133333	-0	-0	-0	0	0	0	-3.98903	-0	-0	-0	-0	-20.4709	-12.7943	-0	0	0	0	-3.98903	-23.8016	-14.876	-0	-0	3.05957	3.14159	1.50467	2.62348	3.14159	1.50343	0.498029	1.12056	-0.253674	-4.24377e-05	-0.0127393	-1.1158	0.664001	0.144617	-0.269985	0.332001	0.226946	-0.63161	1	0	0	0	0	1	1	0
0.00166667	0	0	0	0	-0	0	-0	-0	0	-3.98903	0	0	0	0	0	-0	0	-23.8016	-0	0	-3.98903	0	3.05996	3.14159	1.50436	2.62387	3.14159	1.50237	0.498029	1.12056	-0.254046	-7.13872e-05	-0.0159538	-1.1158	0.664001	0.144617	-0.269985	0.332001	0.226946	-0.63161	1	0	0	0	0	1	1	0
0.002	-0	-0	-0	0	0	0	-0	0	0	-0	-3.98903	-17.7585	-11.099	-20.4709	0	0	0	-0	0	0	-23.8016	-3.98903	3.06042	3.14159	1.504	2.62432	3.14159	1.50116	0.498029	1.12055	-0.254418	-9.48333e-05	-0.0191365	-1.11583	0.664002	0.144627	-0.269572	0.332005	0.226698	-0.631312	1	0	0	0	0	1	1	0
0.00233333	0	0	-0	0	-3.98903	-4.76601	0	-3.82641	-4.57171	-0	-0	0	0	-0	0	-3.98903	-4.76601	0	-3.82641	-4.57171	-0	-23.8016	3.06093	3.14159	1.5036	2.62484	3.14159	1.49978	0.498029	1.12054	-0.25479	-0.000106685	-0.0223253	-1.11586	0.664002	0.144627	-0.269572	0.332005	0.226698	-0.631312	1	0	0	0	0	1	1	0
0.00266667	-0	-0	0	0	-0	-0	0	-0	-0	0	-0	-15.503	-9.68938	0	0	-23.8016	-14.876	0	-20.4709	-12.7943	0	-0	3.0615	3.14159	1.50316	2.62541	3.14159	1.4983	0.498029	1.12053	-0.255162	-0.000107812	-0.0255062	-1.11589	0.664002	0.144627	-0.269572	0.332005	0.226698	-0.631312	1	0	0	0	0	1	1	0
0.003	0	0	-0	0	-0	0	-3.82641	-0	0	0	0	0	0	-17.7585	0	-0	0	-3.82641	-0	0	0	0	3.06211	3.14159	1.50268	2.62602	3.14159	1.49669	0.498029	1.12052	-0.255534	-0.000104701	-0.0286858	-1.11592	0.664002	0.144641	-0.269015	0.332011	0.226349	-0.630906	1	0	0	0	0	1	1	0
0.00333333	-0	-0	-0	0	0	0	-0	0	0	-0	0	-13.6295	-8.51841	-0	0	0	0	-20.4709	0	0	-0	0	3.06277	3.14159	1.50217	2.62667	3.14159	1.49501	0.498029	1.12051	-0.255906	-0.000102911	-0.0318669	-1.11596	0.664002	0.144641	-0.269015	0.332011	0.226349	-0.630906	1	0	0	0	0	1	1	0
0.00366667	0	0	0	0	0	0	-0	-3.68172	-4.39863	-3.82641	-0	0	0	0	0	0	0	-0	-3.69638	-4.41564	-3.82641	-0	3.06345	3.14159	1.50163	2.62736	3.14159	1.49325	0.498029	1.1205	-0.256278	-9.87791e-05	-0.0350485	-1.11599	0.664002	0.144641	-0.269015	0.332011	0.226349	-0.630906	1	0	0	0	0	1	1	0
0.004	-0	-0	-0	0	0	0	0	-0	-0	-0	0	-12.0471	-7.52942	-15.503	0	0	0	0	-17.7585	-11.099	-20.4709	0	3.06417	3.14159	1.50107	2.62808	3.14159	1.49143	0.498029	1.12049	-0.25665	-9.2007e-05	-0.03823	-1.11602	0.664	0.144657	-0.268366	0.33202	0.225925	-0.630427	1	0	0	0	0	1	1	0
0.00433333	0	0	-0	0	-0	0	0	-0	0	-0	-3.82641	0	0	-0	0	-0	0	0	-0	0	-0	-3.82641	3.06491	3.14159	1.50048	2.62883	3.14159	1.48957	0.498029	1.12047	-0.257022	-8.36158e-05	-0.0414118	-1.11605	0.664	0.144657	-0.268366	0.33202	0.225925	-0.630427	1	0	0	0	0	1	1	0
0.00466667	-0	-0	0	0	0	0	-3.68172	0	0	0	-0	-10.7032	-6.6895	0	0	0	0	-3.69638	0	0	0	-20.4709	3.06568	3.14159	1.49988	2.6296	3.14159	1.48767	0.498029	1.12046	-0.257394	-6.52748e-05	-0.0445958	-1.11608	0.664	0.144657	-0.268366	0.33202	0.225925	-0.630427	1	0	0	0	0	1	1	0
0.005	0	0	-0	0	-3.82641	-4.57171	-0	-3.54985	-4.24076	0	-0	0	0	-13.6295	0	-3.82641	-4.57171	-17.7585	-3.58544	-4.28202	0	-0	3.06646	3.14159	1.49926	2.6304	3.14159	1.48576	0.498029	1.12044	-0.257766	-5.43191e-05	-0.0477782	-1.11611	0.663998	0.144675	-0.267656	0.332031	0.225442	-0.629896	1	0	0	0	0	1	1	0
0.00533333	-0	-0	-0	0	-0	-0	-0	-0	-0	-0	0	-9.5469	-5.96681	-0	0	-20.4709	-12.7943	-0	-15.503	-9.68938	-0	0	3.06727	3.14159	1.49862	2.63121	3.14159	1.48382	0.498029	1.12043	-0.258138	-2.97163e-05	-0.0509572	-1.11614	0.663998	0.144675	-0.267656	0.332031	0.225442	-0.629896	1	0	0	0	0	1	1	0
0.00566667	0	0	0	0	-0	0	0	-0	0	-3.68172	0	0	0	0	0	-0	0	0	-0	0	-3.69638	0	3.06833	3.14159	1.49797	2.63228	3.14159	1.48191	0.498029	1.12041	-0.25851	1.00716e-06	-0.0541416	-1.11617	0.663998	0.144675	-0.267656	0.332031	0.225442	-0.629896	1	0	0	0	0	1	1	0
0.006	-0	-0	-0	0	0	0	0	0	0	-0	-0	-8.55794	-5.34871	-12.0471	0	0	0	0	0	0	-17.7585	-0	3.06941	3.14159	1.49731	2.63337	3.14159	1.48	0.498029	1.12039	-0.258882	3.03315e-05	-0.0573245	-1.1162	0.663994	0.144692	-0.266912	0.332044	0.224911	-0.629334	1	0	0	0	0	1	1	0
0.00633333	0	0	-0	0	0	0	-3.54985	-3.43135	-4.09874	-0	0	0	0	-0	0	0	0	-3.58544	-3.496	-4.17368	-0	0	3.07051	3.14159	1.49665	2.63447	3.14159	1.47809	0.498029	1.12037	-0.259254	5.92693e-05	-0.0605075	-1.11623	0.663994	0.144692	-0.266912	0.332044	0.224911	-0.629334	1	0	0	0	0	1	1	0
0.00666667	-0	-0	0	0	0	0	-0	-0	-0	0	-3.68172	-7.70126	-4.81328	0	0	0	0	-15.503	-13.6295	-8.51841	0	-3.69638	3.07161	3.14159	1.49597	2.63558	3.14159	1.4762	0.498029	1.12035	-0.259626	9.23754e-05	-0.0636913	-1.11626	0.663994	0.144692	-0.266912	0.332044	0.224911	-0.629334	1	0	0	0	0	1	1	0
0.007	0	0	-0	0	-0	0	-0	-0	0	0	-0	0	0	-10.7032	0	-0	0	-0	-0	0	0	-17.7585	3.07272	3.14159	1.49529	2.6367	3.14159	1.47433	0.498029	1.12033	-0.259998	0.000123012	-0.0668718	-1.11629	0.66399	0.144708	-0.266146	0.332059	0.224335	-0.628747	1	0	0	0	0	1	1	0
0.00733333	-0	-0	-0	0	0	0	0	0	0	-0	-0	-6.95193	-4.34496	-0	0	0	0	0	0	0	-0	-0	3.07383	3.14159	1.4946	2.63783	3.14159	1.47248	0.498029	1.1203	-0.26037	0.000126684	-0.0700649	-1.11631	0.66399	0.144708	-0.266146	0.332059	0.224335	-0.628747	1	0	0	0	0	1	1	0
0.00766667	0	0	0	0	-3.68172	-4.39863	0	-3.32292	-3.96867	-3.54985	0	0	0	0	0	-3.69638	-4.41564	0	-3.42557	-4.08768	-3.58544	0	3.0738	3.14123	1.49379	2.63785	3.14129	1.4707	0.498029	1.12028	-0.260743	8.42738e-05	-0.0732499	-1.11634	0.66399	0.144708	-0.266146	0.332059	0.224335	-0.628747	1	0	0	0	0	1	1	0
0.008	-0	-0	-0	0.0173583	-0	-0	-3.43135	-0	-0	-0	0	-6.29574	-3.93484	-9.5469	0	-17.7585	-11.099	-3.496	-12.0471	-7.52942	-15.503	0	3.0738	3.1409	1.493	2.6379	3.14102	1.46898	0.498029	1.12025	-0.261115	7.16436e-05	-0.0764287	-1.11637	0.663982	0.144727	-0.265337	0.332077	0.223741	-0.628106	1	0	0	0	0	1	1	0
0.00833333	0	0	-0	0.812132	-0	0	-0	-0	0	-0	-0	0	0	-0	0	-0	0	-13.6295	-0	0	-0	-0	3.07381	3.1406	1.49222	2.63796	3.14079	1.46732	0.498029	1.12023	-0.261487	9.2391e-05	-0.0796073	-1.1164	0.663982	0.144727	-0.265337	0.332077	0.223741	-0.628106	1	0	0	0	0	1	1	0
0.00866667	-0	-0	0	2.70392	0	0	-0	0	0	0	0	-5.71724	-3.57328	0	0	0	0	-0	0	0	0	0	3.07385	3.14033	1.49145	2.63805	3.14058	1.46572	0.498029	1.1202	-0.261859	0.000112485	-0.082789	-1.11643	0.663982	0.144727	-0.265337	0.332077	0.223741	-0.628106	1	0	0	0	0	1	1	0
0.009	0	0	-0	5.50796	0	0	0	-3.22442	-3.85043	0	-3.54985	0	0	-8.55794	0	0	0	0	-3.36638	-4.01488	0	-3.58544	3.07391	3.14009	1.49068	2.63817	3.1404	1.46417	0.498029	1.12017	-0.262231	0.000126165	-0.0859771	-1.11646	0.663972	0.144743	-0.26455	0.332097	0.223109	-0.627481	1	0	0	0	0	1	1	0
0.00933333	-0	-0	-0	8.99932	0	0	0	-0	-0	-0	-0	-5.20721	-3.2545	-0	0	0	0	0	-10.7032	-6.6895	-0	-15.503	3.07399	3.13987	1.48992	2.6383	3.14024	1.46269	0.498029	1.12014	-0.262603	0.000132165	-0.0891596	-1.11648	0.663972	0.144743	-0.26455	0.332097	0.223109	-0.627481	1	0	0	0	0	1	1	0
0.00966667	0	0	0	12.9537	-0	0	-3.32292	-0	0	-3.43135	-0	0	0	0	0	-0	0	-3.42557	-0	0	-3.496	-0	3.07408	3.13966	1.48917	2.63846	3.14011	1.46126	0.498029	1.12011	-0.262975	0.000151981	-0.0923423	-1.11651	0.663972	0.144743	-0.26455	0.332097	0.223109	-0.627481	1	0	0	0	0	1	1	0
0.01	-0	-0	-0	17.207	0	0	-0	0	0	-0	0	-4.81192	-3.00745	-7.70126	0	0	0	-12.0471	0	0	-13.6295	0	3.07418	3.13946	1.48842	2.63863	3.14	1.4599	0.498029	1.12008	-0.263348	0.000160552	-0.0955245	-1.11654	0.663962	0.144757	-0.263776	0.332119	0.222443	-0.62687	1	0	0	0	0	1	1	0
0.0103333	0	0	-0	21.6223	-3.54985	-4.24076	-0	-3.1342	-3.74203	-0	0	0	0	-0	0	-3.58544	-4.28202	-0	-3.32045	-3.95768	-0	0	3.07429	3.13927	1.48767	2.63881	3.13991	1.45859	0.498029	1.12004	-0.26372	0.000153543	-0.0987073	-1.11657	0.663962	0.144757	-0.263776	0.332119	0.222443	-0.62687	1	0	0	0	0	1	1	0
0.0106667	-0	-0	0	26.098	-0	-0	0	-0	-0	0	-0	-4.49348	-2.80842	0	0	-15.503	-9.68938	0	-9.5469	-5.96681	0	-0	3.07439	3.13908	1.48691	2.63901	3.13984	1.45735	0.498029	1.12001	-0.264092	0.000157901	-0.101895	-1.11659	0.663962	0.144757	-0.263776	0.332119	0.222443	-0.62687	1	0	0	0	0	1	1	0
0.011	0	0	-0	30.8037	-0	0	0	-0	0	0	0	0	0	-6.95193	0	-0	0	0	-0	0	0	0	3.07463	3.13893	1.48616	2.63934	3.13983	1.45616	0.498029	1.11998	-0.264464	0.000157259	-0.105081	-1.11662	0.663949	0.14477	-0.263014	0.332144	0.221741	-0.626274	1	0	0	0	0	1	1	0
0.0113333	-0	-0	-0	35.4792	0	0	-3.22442	0	0	-0	-3.43135	-4.15464	-2.59665	-0	0	0	0	-3.36638	0	0	-0	-3.496	3.07487	3.13877	1.48541	2.63969	3.13983	1.45502	0.49803	1.11994	-0.264836	0.000154541	-0.108269	-1.11664	0.663949	0.14477	-0.263014	0.332144	0.221741	-0.626274	1	0	0	0	0	1	1	0
0.0116667	0	0	0	40.0822	0	0	-0	-3.05243	-3.64369	-3.32292	-0	0	0	0	0	0	0	-10.7032	-3.28399	-3.91163	-3.42557	-13.6295	3.0751	3.13859	1.48465	2.64004	3.13983	1.45393	0.49803	1.1199	-0.265209	0.000148662	-0.111454	-1.11667	0.663949	0.14477	-0.263014	0.332144	0.221741	-0.626274	1	0	0	0	0	1	1	0
0.012	-0	-0	-0	44.5006	0	0	-0	-0	-0	-0	-0	-3.84754	-2.40471	-6.29574	0	0	0	-0	-8.55794	-5.34871	-12.0471	-0	3.07532	3.1384	1.48388	2.6404	3.13983	1.45287	0.49803	1.11986	-0.265581	0.00014617	-0.114641	-1.11669	0.663935	0.144781	-0.262253	0.332174	0.221004	-0.625676	1	0	0	0	0	1	1	0
0.0123333	0	0	-0	48.7125	-0	0	0	-0	0	-0	0	0	0	-0	0	-0	0	0	-0	0	-0	0	3.07553	3.13818	1.48309	2.64075	3.13983	1.45186	0.49803	1.11982	-0.265953	0.000124214	-0.117834	-1.11671	0.663935	0.144781	-0.262253	0.332174	0.221004	-0.625676	1	0	0	0	0	1	1	0
0.0126667	-0	-0	0	52.7009	0	0	0	0	0	0	0	-3.55274	-2.22046	0	0	0	0	0	0	0	0	0	3.07572	3.13793	1.48229	2.64111	3.13983	1.45088	0.49803	1.11978	-0.266325	9.58853e-05	-0.121024	-1.11673	0.663935	0.144781	-0.262253	0.332174	0.221004	-0.625676	1	0	0	0	0	1	1	0
0.013	0	0	-0	56.4618	-3.43135	-4.09874	-3.1342	-2.97697	-3.55286	0	-0	0	0	-5.71724	0	-3.496	-4.17368	-3.32045	-3.25557	-3.87497	0	-0	3.0759	3.13764	1.48148	2.64147	3.13983	1.44996	0.49803	1.11974	-0.266698	5.81586e-05	-0.124214	-1.11675	0.663917	0.144791	-0.261483	0.332208	0.220233	-0.625067	1	0	0	0	0	1	1	0
0.0133333	-0	-0	-0	59.9927	-0	-0	-0	-0	-0	-0	0	-3.28642	-2.05401	-0	0	-13.6295	-8.51841	-9.5469	-7.70126	-4.81328	-0	0	3.07605	3.13732	1.48064	2.64183	3.13983	1.44907	0.49803	1.1197	-0.26707	3.41393e-05	-0.127405	-1.11677	0.663917	0.144791	-0.261483	0.332208	0.220233	-0.625067	1	0	0	0	0	1	1	0
0.0136667	0	0	0	63.2754	-0	0	-0	-0	0	-3.22442	-3.32292	0	0	0	0	-0	0	-0	-0	0	-3.36638	-3.42557	3.07618	3.13696	1.47979	2.64219	3.13983	1.44823	0.49803	1.11966	-0.267442	-2.45202e-05	-0.130595	-1.11679	0.663917	0.144791	-0.261483	0.332208	0.220233	-0.625067	1	0	0	0	0	1	1	0
0.014	-0	-0	-0	66.3253	0	0	0	0	0	-0	-0	-3.04463	-1.90289	-5.20721	0	0	0	0	0	0	-10.7032	-12.0471	3.07628	3.13655	1.47891	2.64256	3.13983	1.44743	0.49803	1.11961	-0.267814	-8.80524e-05	-0.133785	-1.11681	0.663896	0.144799	-0.260699	0.332248	0.219429	-0.624449	1	0	0	0	0	1	1	0
0.0143333	0	0	-0	69.1446	0	0	0	-2.90854	-3.4704	-0	-0	0	0	-0	0	0	0	0	-3.23376	-3.84609	-0	-0	3.07635	3.13609	1.47801	2.64292	3.13983	1.44667	0.49803	1.11957	-0.268187	-0.000150086	-0.136977	-1.11683	0.663896	0.144799	-0.260699	0.332248	0.219429	-0.624449	1	0	0	0	0	1	1	0
0.0146667	-0	-0	0	71.7266	0	0	-3.05243	-0	-0	0	0	-2.82355	-1.76472	0	0	0	0	-3.28399	-6.95193	-4.34496	0	0	3.0764	3.13559	1.47709	2.64328	3.13983	1.44596	0.49803	1.11952	-0.268559	-0.000201815	-0.14017	-1.11685	0.663896	0.144799	-0.260699	0.332248	0.219429	-0.624449	1	0	0	0	0	1	1	0
0.015	0	0	-0	74.0771	-0	0	-0	-0	0	0	0	0	0	-4.81192	0	-0	0	-8.55794	-0	0	0	0	3.07641	3.13503	1.47614	2.64364	3.13983	1.44529	0.498029	1.11947	-0.268931	-0.000273709	-0.143362	-1.11687	0.663869	0.144807	-0.259895	0.332295	0.218593	-0.623821	1	0	0	0	0	1	1	0
0.0153333	-0	-0	-0	76.2225	0	0	-0	0	0	-0	-0	-2.82743	-1.76714	-0	0	0	0	-0	0	0	-0	-0	3.07638	3.13441	1.47517	2.64399	3.13983	1.44466	0.498029	1.11942	-0.269303	-0.000345468	-0.146554	-1.11688	0.663869	0.144807	-0.259895	0.332295	0.218593	-0.623821	1	0	0	0	0	1	1	0
0.0156667	0	0	0	78.1628	-3.32292	-3.96867	0	-2.84517	-3.39397	-3.1342	0	0	0	0	0	-3.42557	-4.08768	0	-3.2185	-3.82489	-3.32045	0	3.07633	3.13374	1.47417	2.64435	3.13983	1.44407	0.498029	1.11937	-0.269676	-0.000418388	-0.149745	-1.1169	0.663869	0.144807	-0.259895	0.332295	0.218593	-0.623821	1	0	0	0	0	1	1	0
0.016	-0	-0	-0	79.8999	-0	-0	0	-0	-0	-0	-3.22442	-2.83333	-1.77083	-4.49348	0	-12.0471	-7.52942	0	-6.29574	-3.93484	-9.5469	-3.36638	3.07623	3.13301	1.47315	2.6447	3.13983	1.44353	0.498029	1.11932	-0.270048	-0.000485349	-0.152941	-1.11692	0.663838	0.144814	-0.259067	0.332349	0.217725	-0.623181	1	0	0	0	0	1	1	0
0.0163333	0.0173583	0	-0	81.4405	-0	0	-2.97697	-0	0	-0	-0	0	0	-0	0	-0	0	-3.25557	-0	0	-0	-10.7032	3.0761	3.13221	1.4721	2.64505	3.13983	1.44303	0.498029	1.11927	-0.27042	-0.000555582	-0.156134	-1.11693	0.663838	0.144814	-0.259067	0.332349	0.217725	-0.623181	1	0	0	0	0	1	1	0
0.0166667	-0	-0	0	82.7818	0	0	-0	0	0	0	-0	-2.84297	-1.77686	0	0	0	0	-7.70126	0	0	0	-0	3.07593	3.13135	1.47102	2.6454	3.13983	1.44257	0.498029	1.11922	-0.270793	-0.00062766	-0.159326	-1.11695	0.663838	0.144814	-0.259067	0.332349	0.217725	-0.623181	1	0	0	0	0	1	1	0
0.017	0.812132	0	-0	83.9324	0	0	-0	-2.78755	-3.32441	0	0	0	0	-4.15464	0	0	0	-0	-3.20813	-3.80942	0	0	3.07572	3.13043	1.46991	2.64574	3.13983	1.44216	0.498028	1.11916	-0.271165	-0.000696823	-0.16252	-1.11697	0.663803	0.144821	-0.258212	0.332411	0.216826	-0.622528	1	0	0	0	0	1	1	0
0.0173333	-0	-0	-0	84.8973	0	0	0	-0	-0	-0	0	-2.85217	-1.7826	-0	0	0	0	0	-5.71724	-3.57328	-0	0	3.07547	3.12944	1.46878	2.64608	3.13983	1.44178	0.498028	1.11911	-0.271537	-0.000764556	-0.165716	-1.11698	0.663803	0.144821	-0.258212	0.332411	0.216826	-0.622528	1	0	0	0	0	1	1	0
0.0176667	2.70392	0	0	85.6758	-0	0	0	-0	0	-3.05243	-0	0	0	0	0	-0	0	0	-0	0	-3.28399	-0	3.07518	3.12839	1.46761	2.64642	3.13983	1.44144	0.498028	1.11905	-0.27191	-0.000835651	-0.168908	-1.117	0.663803	0.144821	-0.258212	0.332411	0.216826	-0.622528	1	0	0	0	0	1	1	0
0.018	-0	-0	-0	86.2768	0	0	-2.90854	0	0	-0	0	-2.86122	-1.78826	-3.84754	0	0	0	-3.23376	0	0	-8.55794	0	3.07485	3.12727	1.46642	2.64676	3.13983	1.44114	0.498028	1.11899	-0.272282	-0.000905371	-0.172101	-1.11701	0.663764	0.144828	-0.257329	0.332481	0.215897	-0.621861	1	0	0	0	0	1	1	0
0.0183333	5.50796	0	-0	86.7064	-3.22442	-3.85043	-0	-2.73402	-3.25973	-0	-3.1342	0	0	-0	0	-3.36638	-4.01488	-6.95193	-3.20191	-3.79878	-0	-3.32045	3.07447	3.12608	1.4652	2.64709	3.13983	1.44088	0.498027	1.11894	-0.272654	-0.000975061	-0.175295	-1.11703	0.663764	0.144828	-0.257329	0.332481	0.215897	-0.621861	1	0	0	0	0	1	1	0
0.0186667	-0	-0	0	86.968	-0	-0	-0	-0	-0	0	-0	-2.86982	-1.79363	0	0	-10.7032	-6.6895	-0	-5.20721	-3.2545	0	-9.5469	3.07406	3.12482	1.46395	2.64742	3.13983	1.44066	0.498027	1.11888	-0.273027	-0.00104543	-0.178487	-1.11704	0.663764	0.144828	-0.257329	0.332481	0.215897	-0.621861	1	0	0	0	0	1	1	0
0.019	8.99932	0	-0	87.0679	-0	0	0	-0	0	0	-0	0	0	-3.55274	0	-0	0	0	-0	0	0	-0	3.0736	3.12349	1.46268	2.64775	3.13983	1.44048	0.498027	1.11882	-0.273399	-0.00111244	-0.181683	-1.11706	0.663721	0.144838	-0.256415	0.332559	0.214937	-0.621178	1	0	0	0	0	1	1	0
0.0193333	-0	-0	-0	87.0152	0	0	0	0	0	-0	0	-2.87796	-1.79872	-0	0	0	0	0	0	0	-0	0	3.0731	3.12209	1.46137	2.64807	3.13983	1.44033	0.498026	1.11875	-0.273771	-0.00118079	-0.184878	-1.11707	0.663721	0.144838	-0.256415	0.332559	0.214937	-0.621178	1	0	0	0	0	1	1	0
0.0196667	12.9537	0	0	86.8132	0	0	-2.84517	-2.68538	-3.20088	-2.97697	0	0	0	0	0	0	0	-3.2185	-3.19908	-3.79211	-3.25557	0	3.07256	3.12063	1.46004	2.64839	3.13983	1.44022	0.498026	1.11869	-0.274144	-0.00125084	-0.18807	-1.11709	0.663721	0.144838	-0.256415	0.332559	0.214937	-0.621178	1	0	0	0	0	1	1	0
0.02	-0	-0	-0	86.4719	0	0	-0	-0	-0	-0	-0	-2.88595	-1.80372	-3.28642	0	0	0	-6.29574	-4.81192	-3.00745	-7.70126	-0	3.07197	3.1191	1.45868	2.64871	3.13983	1.44014	0.498025	1.11863	-0.274516	-0.00131706	-0.191267	-1.1171	0.663675	0.144848	-0.255472	0.332645	0.213947	-0.620478	1	0	0	0	0	1	1	0
0.0203333	17.207	0	-0	85.9976	-0	0	-0	-0	0	-0	0	0	0	-0.0123528	0	-0	0	-0	-0	0	-0	0	3.07135	3.1175	1.45729	2.64903	3.13983	1.4401	0.498025	1.11856	-0.274889	-0.00138681	-0.19446	-1.11711	0.663675	0.144848	-0.255472	0.332645	0.213947	-0.620478	1	0	0	0	0	1	1	0
0.0206667	-0	-0	0	85.3975	0	0	0	0	0	0	-3.05243	-2.89459	-1.80911	0	0	0	0	0	0	0	0	-3.28399	3.07068	3.11583	1.45588	2.64935	3.13983	1.44009	0.498024	1.1185	-0.275261	-0.00145648	-0.197653	-1.11713	0.663675	0.144848	-0.255472	0.332645	0.213947	-0.620478	1	0	0	0	0	1	1	0
0.021	21.6223	0	-0	84.6777	-3.1342	-3.74203	0	-2.64019	-3.14613	0	-0	0	0	-3.04463	0	-3.32045	-3.95768	0	-3.19754	-3.78693	0	-8.55794	3.06997	3.11409	1.45445	2.64966	3.13983	1.44012	0.498024	1.11843	-0.275633	-0.0015275	-0.200844	-1.11714	0.663627	0.144863	-0.254498	0.33274	0.212929	-0.619758	1	0	0	0	0	1	1	0
0.0213333	-0	-0	-0	83.8521	-0	-0	-2.78755	-0	-0	-0	-0	-2.9037	-1.81481	-0.149722	0	-9.5469	-5.96681	-3.20813	-4.49348	-2.80842	-0	-0	3.06922	3.11229	1.45298	2.64997	3.13983	1.44017	0.498023	1.11836	-0.276006	-0.0015985	-0.204036	-1.11716	0.663627	0.144863	-0.254498	0.33274	0.212929	-0.619758	1	0	0	0	0	1	1	0
0.0216667	26.098	0	0	82.9222	-0	0	-0	-0	0	-2.90854	0	0	0	0	0	-0	0	-5.71724	-0	0	-3.23376	0	3.06843	3.11042	1.4515	2.65028	3.13983	1.44026	0.498023	1.11829	-0.276378	-0.00167161	-0.207225	-1.11717	0.663627	0.144863	-0.254498	0.33274	0.212929	-0.619758	1	0	0	0	0	1	1	0
0.022	-0	-0	-0	81.8968	0	0	-0	0	0	-0	0	-2.88815	-1.80509	-2.82355	0	0	0	-0	0	0	-6.95193	0	3.06761	3.10849	1.44999	2.65059	3.13983	1.44037	0.498022	1.11822	-0.276751	-0.00174574	-0.210414	-1.11719	0.663575	0.14488	-0.253497	0.332844	0.211881	-0.619018	1	0	0	0	0	1	1	0
0.0223333	30.8037	0	-0	80.7876	0	0	0	-2.59815	-3.09516	-0	-0	0	0	-0.452868	0	0	0	0	-3.19811	-3.7842	-0	-0	3.06674	3.1065	1.44846	2.6509	3.13983	1.44052	0.498022	1.11815	-0.277123	-0.00182027	-0.213601	-1.11721	0.663575	0.14488	-0.253497	0.332844	0.211881	-0.619018	1	0	0	0	0	1	1	0
0.0226667	-0	-0	0	79.6018	0	0	0	-0	-0	0	0	-2.87185	-1.7949	0	0	0	0	0	-4.15464	-2.59665	0	0	3.06584	3.10444	1.44691	2.65121	3.13983	1.44069	0.498021	1.11808	-0.277495	-0.00189781	-0.216786	-1.11723	0.663575	0.14488	-0.253497	0.332844	0.211881	-0.619018	1	0	0	0	0	1	1	0
0.023	35.4792	0	-0	78.35	-0	0	-2.73402	-0	0	0	-2.97697	0	0	-2.82743	0	-0	0	-3.20191	-0	0	0	-3.25557	3.0649	3.10233	1.44534	2.65151	3.13983	1.44089	0.49802	1.11801	-0.277868	-0.00197631	-0.21997	-1.11725	0.663519	0.144903	-0.252469	0.332954	0.210804	-0.618255	1	0	0	0	0	1	1	0
